,no,target,t,activity,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather,call,circumplex.arousal,circumplex.valence,mood,screen,sms
0,1,0.01980015681512228,0,0.6416447998632676,1.1031079246768996,1.6364923119778183,0.24479060069827469,1.1299129676658959,-0.2599759328726294,0.9093051253298241,0.47742454496054504,2.6146093631736,4.689448236945911,-0.3226510138433755,7.439908597839469,-0.23012976933761156,1.31983801651981,0.4854871052739704,-1.2661366752428462,-1.2099008577829866,2.7705416952399906,-0.49759864429877915
1,1,0.01980015681512228,1,1.0743098446906205,-0.24279751685292122,1.062957583893974,-0.5751332109224897,0.2927392050807122,-0.2599759328726294,-0.2521130034073014,-0.14571158771126438,-0.41860247460638506,-0.20746973256894716,-0.3226510138433755,1.1986511467758887,-0.23012976933761156,0.28752032346951995,1.1437498886850797,-0.49673311912165696,-0.8996970388966433,0.10695789423360895,0.14781832988288307
2,1,0.01980015681512228,2,0.06508806118238047,0.06733398526510091,1.1823671790302386,-0.5742165357207941,0.9493212831065448,-0.2599759328726294,-0.2521130034073014,-0.2571304826836544,-0.07478730732472502,-0.4154998016385167,-0.3226510138433755,0.06314709492567148,2.4060855285995606,-0.7447973695807703,0.4854871052739704,0.2726704369995325,-0.27928940112395795,0.2491007304641865,-0.49759864429877915
3,1,0.01980015681512228,3,-0.0855034651950183,-0.1670406599297393,2.937520819720518,0.21744730957920325,0.6759194118562126,-0.2599759328726294,-0.23181249954855815,-0.284699178457826,1.6567766129207722,1.925528563078026,-0.3226510138433755,1.9913830610115502,-0.23012976933761156,2.6962616072535304,1.4728812803906344,-1.7790723793236392,-1.52010467666933,2.110863345150432,-0.49759864429877915
4,2,0.01980015681512228,0,1.0743098446906205,-0.24279751685292122,1.062957583893974,-0.5751332109224897,0.2927392050807122,-0.2599759328726294,-0.2521130034073014,-0.14571158771126438,-0.41860247460638506,-0.20746973256894716,-0.3226510138433755,1.1986511467758887,-0.23012976933761156,0.28752032346951995,1.1437498886850797,-0.49673311912165696,-0.8996970388966433,0.10695789423360895,0.14781832988288307
5,2,0.01980015681512228,1,0.06508806118238047,0.06733398526510091,1.1823671790302386,-0.5742165357207941,0.9493212831065448,-0.2599759328726294,-0.2521130034073014,-0.2571304826836544,-0.07478730732472502,-0.4154998016385167,-0.3226510138433755,0.06314709492567148,2.4060855285995606,-0.7447973695807703,0.4854871052739704,0.2726704369995325,-0.27928940112395795,0.2491007304641865,-0.49759864429877915
6,2,0.01980015681512228,2,-0.0855034651950183,-0.1670406599297393,2.937520819720518,0.21744730957920325,0.6759194118562126,-0.2599759328726294,-0.23181249954855815,-0.284699178457826,1.6567766129207722,1.925528563078026,-0.3226510138433755,1.9913830610115502,-0.23012976933761156,2.6962616072535304,1.4728812803906344,-1.7790723793236392,-1.52010467666933,2.110863345150432,-0.49759864429877915
7,2,0.01980015681512228,3,0.19965079684808099,-0.07435509941303962,3.3753494744181682,-0.597662611818958,0.9390580527025041,-0.2599759328726294,-0.2521130034073014,0.20929752645905705,0.6845704896697955,-0.4154998016385167,3.3917624711222736,2.5642395690798363,-0.23012976933761156,-0.7447973695807703,0.9791841928323023,-0.49673311912165696,-0.35684035584554347,-0.1636864340780076,0.14781832988288307
8,3,0.01980015681512228,0,0.06508806118238047,0.06733398526510091,1.1823671790302386,-0.5742165357207941,0.9493212831065448,-0.2599759328726294,-0.2521130034073014,-0.2571304826836544,-0.07478730732472502,-0.4154998016385167,-0.3226510138433755,0.06314709492567148,2.4060855285995606,-0.7447973695807703,0.4854871052739704,0.2726704369995325,-0.27928940112395795,0.2491007304641865,-0.49759864429877915
9,3,0.01980015681512228,1,-0.0855034651950183,-0.1670406599297393,2.937520819720518,0.21744730957920325,0.6759194118562126,-0.2599759328726294,-0.23181249954855815,-0.284699178457826,1.6567766129207722,1.925528563078026,-0.3226510138433755,1.9913830610115502,-0.23012976933761156,2.6962616072535304,1.4728812803906344,-1.7790723793236392,-1.52010467666933,2.110863345150432,-0.49759864429877915
10,3,0.01980015681512228,2,0.19965079684808099,-0.07435509941303962,3.3753494744181682,-0.597662611818958,0.9390580527025041,-0.2599759328726294,-0.2521130034073014,0.20929752645905705,0.6845704896697955,-0.4154998016385167,3.3917624711222736,2.5642395690798363,-0.23012976933761156,-0.7447973695807703,0.9791841928323023,-0.49673311912165696,-0.35684035584554347,-0.1636864340780076,0.14781832988288307
11,3,0.01980015681512228,3,0.2427507739947498,0.0009556916205060986,2.8148583693700084,0.15780781103600836,1.2118717732133497,-0.2599759328726294,-0.2521130034073014,-0.14854986524906813,2.6768999432447775,-0.4154998016385167,-0.3226510138433755,0.10568228411875843,-0.23012976933761156,-0.7447973695807703,-0.17277567813713898,-0.24026526708126056,-0.5894932200103014,2.4206013358299283,-0.49759864429877915
